name,type,subtype,variable,outcome,notes
V0449,individual,labour,Industry (ANZSIC06 division) for the employed census usually resident population count aged 15 years and over,Arts and Recreation Services,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count"
V0450,individual,labour,Industry (ANZSIC06 division) for the employed census usually resident population count aged 15 years and over,Other Services,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count"
V0451,individual,labour,Industry (ANZSIC06 division) for the employed census usually resident population count aged 15 years and over,Total people stated,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count"
V0452,individual,labour,Industry (ANZSIC06 division) for the employed census usually resident population count aged 15 years and over,Not Elsewhere Included,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count;

Consists of don't know refused to answer response unidentifiable response outside scope and not stated."
V0453,individual,labour,Industry (ANZSIC06 division) for the employed census usually resident population count aged 15 years and over,Total people,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count"
V0454,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Agriculture Forestry and Fishing,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0455,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Mining,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0456,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Manufacturing,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0457,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Electricity Gas Water and Waste Services,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0458,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Construction,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0459,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Wholesale Trade,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0460,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Retail Trade,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0461,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Accommodation and Food Services,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0462,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Transport Postal and Warehousing,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0463,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Information Media and Telecommunications,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0464,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Financial and Insurance Services,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0465,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Rental Hiring and Real Estate Services,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0466,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Professional Scientific and Technical Services,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0467,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Administrative and Support Services,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0468,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Public Administration and Safety,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0469,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Education and Training,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0470,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Health Care and Social Assistance,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0471,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Arts and Recreation Services,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0472,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Other Services,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0473,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Total people stated,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0474,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Not Elsewhere Included,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count;

Consists of don't know refused to answer response unidentifiable response outside scope and not stated."
V0475,individual,labour,Industry (ANZSIC06 division) for workplace address for the employed census usually resident population count aged 15 years and over,Total people,"Australian and New Zealand Standard Industrial Classification 2006 (ANZSIC06 V1.0). This industry classification has four levels. Level one is called division and is the least detailed (20 categories).;

A person's industry type in the seven days ending 5 March 2006 and 3 March 2013.;

Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplaces. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshblock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0476,individual,labour,Hours worked in employment per week for the employed census usually resident population count aged 15 years and over,1-9 Hours Worked,"Hours worked in employment per week is the sum of the number of hours worked per week in the main job plus the number of hours worked per week in other jobs.;

The number of hours a person worked in the seven days ending 4 March 2001 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count"
V0477,individual,labour,Hours worked in employment per week for the employed census usually resident population count aged 15 years and over,10-19 Hours Worked,"Hours worked in employment per week is the sum of the number of hours worked per week in the main job plus the number of hours worked per week in other jobs.;

The number of hours a person worked in the seven days ending 4 March 2001 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count"
V0478,individual,labour,Hours worked in employment per week for the employed census usually resident population count aged 15 years and over,20-29 Hours Worked,"Hours worked in employment per week is the sum of the number of hours worked per week in the main job plus the number of hours worked per week in other jobs.;

The number of hours a person worked in the seven days ending 4 March 2001 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count"
V0479,individual,labour,Hours worked in employment per week for the employed census usually resident population count aged 15 years and over,30-39 Hours Worked,"Hours worked in employment per week is the sum of the number of hours worked per week in the main job plus the number of hours worked per week in other jobs.;

The number of hours a person worked in the seven days ending 4 March 2001 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count"
V0480,individual,labour,Hours worked in employment per week for the employed census usually resident population count aged 15 years and over,40-49 Hours Worked,"Hours worked in employment per week is the sum of the number of hours worked per week in the main job plus the number of hours worked per week in other jobs.;

The number of hours a person worked in the seven days ending 4 March 2001 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count"
V0481,individual,labour,Hours worked in employment per week for the employed census usually resident population count aged 15 years and over,50-59 Hours Worked,"Hours worked in employment per week is the sum of the number of hours worked per week in the main job plus the number of hours worked per week in other jobs.;

The number of hours a person worked in the seven days ending 4 March 2001 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count"
V0482,individual,labour,Hours worked in employment per week for the employed census usually resident population count aged 15 years and over,60 Hours or More  Worked,"Hours worked in employment per week is the sum of the number of hours worked per week in the main job plus the number of hours worked per week in other jobs.;

The number of hours a person worked in the seven days ending 4 March 2001 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count"
V0483,individual,labour,Hours worked in employment per week for the employed census usually resident population count aged 15 years and over,Total people stated,"Hours worked in employment per week is the sum of the number of hours worked per week in the main job plus the number of hours worked per week in other jobs.;

The number of hours a person worked in the seven days ending 4 March 2001 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count"
V0484,individual,labour,Hours worked in employment per week for the employed census usually resident population count aged 15 years and over,Not Elsewhere Included,"Hours worked in employment per week is the sum of the number of hours worked per week in the main job plus the number of hours worked per week in other jobs.;

The number of hours a person worked in the seven days ending 4 March 2001 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count;

In 2001consisted of response unidentifiable response outside scope and not stated. In 2006 and 2013 consisted of response unidentifiable and not stated."
V0485,individual,labour,Hours worked in employment per week for the employed census usually resident population count aged 15 years and over,Total people,"Hours worked in employment per week is the sum of the number of hours worked per week in the main job plus the number of hours worked per week in other jobs.;

The number of hours a person worked in the seven days ending 4 March 2001 5 March 2006 and 3 March 2013.;

See definition of census usually resident population count"
V0486,individual,labour,Main means of travel to work for the employed census usually resident population count aged 15 years and over,Worked at Home,See definition of census usually resident population count
V0487,individual,labour,Main means of travel to work for the employed census usually resident population count aged 15 years and over,Did Not Go to Work Today,See definition of census usually resident population count
V0488,individual,labour,Main means of travel to work for the employed census usually resident population count aged 15 years and over,Drove a Private Car Truck or Van,See definition of census usually resident population count
V0489,individual,labour,Main means of travel to work for the employed census usually resident population count aged 15 years and over,Drove a Company Car Truck or Van,See definition of census usually resident population count
V0490,individual,labour,Main means of travel to work for the employed census usually resident population count aged 15 years and over,Passenger in a Car Truck Van or Company Bus,See definition of census usually resident population count
V0491,individual,labour,Main means of travel to work for the employed census usually resident population count aged 15 years and over,Public Bus,See definition of census usually resident population count
V0492,individual,labour,Main means of travel to work for the employed census usually resident population count aged 15 years and over,Train,See definition of census usually resident population count
V0493,individual,labour,Main means of travel to work for the employed census usually resident population count aged 15 years and over,Motor Cycle or Power Cycle,See definition of census usually resident population count
V0494,individual,labour,Main means of travel to work for the employed census usually resident population count aged 15 years and over,Bicycle,See definition of census usually resident population count
V0495,individual,labour,Main means of travel to work for the employed census usually resident population count aged 15 years and over,Walked or Jogged,See definition of census usually resident population count
V0496,individual,labour,Main means of travel to work for the employed census usually resident population count aged 15 years and over,Other,See definition of census usually resident population count
V0497,individual,labour,Main means of travel to work for the employed census usually resident population count aged 15 years and over,Total people stated,See definition of census usually resident population count
V0498,individual,labour,Main means of travel to work for the employed census usually resident population count aged 15 years and over,Not Elsewhere Included,"See definition of census usually resident population count;

In 2001 consisted of not stated. In 2006 and 2013 consisted of response unidentifiable and not stated."
V0499,individual,labour,Main means of travel to work for the employed census usually resident population count aged 15 years and over,Total people,See definition of census usually resident population count
V0500,individual,labour,Main means of travel to work for workplace address for the employed census usually resident population count aged 15 years and over,Worked at Home,"Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplace. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshlock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0501,individual,labour,Main means of travel to work for workplace address for the employed census usually resident population count aged 15 years and over,Did Not Go to Work Today,"Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplace. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshlock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0502,individual,labour,Main means of travel to work for workplace address for the employed census usually resident population count aged 15 years and over,Drove a Private Car Truck or Van,"Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplace. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshlock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0503,individual,labour,Main means of travel to work for workplace address for the employed census usually resident population count aged 15 years and over,Drove a Company Car Truck or Van,"Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplace. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshlock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0504,individual,labour,Main means of travel to work for workplace address for the employed census usually resident population count aged 15 years and over,Passenger in a Car Truck Van or Company Bus,"Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplace. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshlock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0505,individual,labour,Main means of travel to work for workplace address for the employed census usually resident population count aged 15 years and over,Public Bus,"Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplace. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshlock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0506,individual,labour,Main means of travel to work for workplace address for the employed census usually resident population count aged 15 years and over,Train,"Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplace. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshlock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0507,individual,labour,Main means of travel to work for workplace address for the employed census usually resident population count aged 15 years and over,Motor Cycle or Power Cycle,"Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplace. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshlock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0508,individual,labour,Main means of travel to work for workplace address for the employed census usually resident population count aged 15 years and over,Bicycle,"Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplace. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshlock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0509,individual,labour,Main means of travel to work for workplace address for the employed census usually resident population count aged 15 years and over,Walked or Jogged,"Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplace. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshlock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0510,individual,labour,Main means of travel to work for workplace address for the employed census usually resident population count aged 15 years and over,Other,"Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplace. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshlock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0511,individual,labour,Main means of travel to work for workplace address for the employed census usually resident population count aged 15 years and over,Total people stated,"Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplace. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshlock dataset excludes these not further defined areas.;

See definition of census usually resident population count"
V0512,individual,labour,Main means of travel to work for workplace address for the employed census usually resident population count aged 15 years and over,Not Elsewhere Included,"Caution is advised when using 'workplace address' at area unit and meshblock level where these occur in water based areas (such as inlets). Where respondents have not provided sufficient information to code accurately at meshblock level some responses have been coded to water based areas;

Workplace address is coded from information supplied by respondents about their workplace. Where respondents do not supply sufficient information their responses are coded to 'not further defined'. The meshlock dataset excludes these not further defined areas.;

See definition of census usually resident population count;

In 2001 consisted of not stated. In 2006 and 2013 consisted of response unidentifiable and not stated."
